hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card
City Hotel,23,2017,May,19,13,2,1,2,0.0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,138.0,0,0,Check-Out,2017-05-16,Alexis Hamilton,Hamilton.Alexis43@yahoo.com,599-551-2981,************9252
City Hotel,359,2015,October,42,11,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0,Canceled,2015-01-30,Mark Ryan,Ryan.Mark@att.com,108-625-1348,************4204
City Hotel,73,2017,April,14,3,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,20.0,,0,Transient,105.0,0,0,Canceled,2017-01-20,Jasmine Ramirez,Ramirez_Jasmine@aol.com,587-903-3289,************5850
Resort Hotel,28,2017,August,31,3,0,2,2,0.0,0,BB,PHL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,225.0,0,0,Canceled,2017-07-06,Heidi Hutchinson,Heidi.Hutchinson55@comcast.net,644-083-8215,************3540
City Hotel,92,2016,November,46,11,0,1,2,0.0,0,BB,THA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,364.0,,0,Transient-Party,90.0,0,0,Check-Out,2016-11-12,Norman Mullins,NMullins57@verizon.com,278-841-1786,************2328
City Hotel,98,2015,November,48,23,1,5,1,0.0,0,BB,CHN,Groups,TA/TO,0,0,0,A,A,3,No Deposit,37.0,,0,Transient-Party,70.0,0,0,Check-Out,2015-11-29,Brittany Garza,Brittany_G@mail.com,987-177-7418,************1134
City Hotel,62,2017,July,28,10,1,1,2,2.0,0,BB,HUN,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,,0,Transient,230.0,0,0,Canceled,2017-06-26,Raymond Evans,Raymond_E@outlook.com,400-246-9863,************4910
Resort Hotel,18,2017,February,6,9,2,7,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242.0,,0,Transient,111.0,0,1,No-Show,2017-02-09,Susan Gonzalez,Susan_G@aol.com,793-157-5694,************9116
City Hotel,4,2016,June,24,9,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,121.0,0,0,Canceled,2016-06-06,Steven Russell,SRussell@verizon.com,269-992-8566,************5891
City Hotel,179,2016,July,27,1,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,65.0,0,0,Canceled,2016-05-10,Ashley Hunter,Ashley.H@protonmail.com,546-897-4889,************3302
City Hotel,297,2015,August,33,10,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01,Lisa Oconnor,Lisa.O74@yahoo.com,634-256-3720,************7734
City Hotel,5,2016,January,2,9,0,1,1,0.0,0,BB,VEN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,75.0,0,0,Canceled,2016-01-05,Andrea Smith,Andrea.S97@outlook.com,519-240-1532,************4742
Resort Hotel,10,2016,October,43,16,3,5,2,2.0,0,BB,NLD,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,144.75,1,1,Check-Out,2016-10-24,Matthew Shaffer,Shaffer_Matthew@verizon.com,224-383-7038,************5413
City Hotel,123,2017,June,24,17,2,1,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,105.3,0,1,Check-Out,2017-06-20,Elizabeth Cameron,ECameron@hotmail.com,519-962-7763,************1571
City Hotel,478,2017,August,32,8,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,Canceled,2017-07-04,Tracy Howard,TracyHoward@outlook.com,815-925-9279,************9679
City Hotel,0,2016,March,13,21,1,0,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.0,0,0,Check-Out,2016-03-22,Marcus Young,Marcus_Young@hotmail.com,653-942-5966,************1766
City Hotel,414,2017,July,28,13,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,122.4,0,1,Check-Out,2017-07-15,Anthony Fields,Anthony_Fields@yahoo.com,411-653-4065,************8522
Resort Hotel,51,2016,January,3,16,2,3,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,39.0,0,2,Check-Out,2016-01-21,Alexandra Freeman,Alexandra_Freeman@outlook.com,384-867-6252,************7075
City Hotel,183,2017,May,22,28,2,0,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,139.5,0,1,Check-Out,2017-05-30,Garrett Gallagher,GarrettGallagher@xfinity.com,820-708-0285,************3576
City Hotel,5,2017,July,28,9,1,0,3,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,198.0,0,0,Check-Out,2017-07-10,Hannah Reynolds,Hannah_Reynolds@yahoo.com,221-353-5338,************6174
City Hotel,91,2016,April,15,4,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,80.0,0,0,Canceled,2016-02-04,Mason Cortez,MasonCortez@mail.com,238-004-5005,************1269
Resort Hotel,1,2017,June,24,16,0,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,145.0,0,1,Check-Out,2017-06-18,Michael Cox,Michael_Cox@yahoo.com,706-625-6550,************5476
City Hotel,28,2017,April,15,9,2,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,0,Canceled,2017-03-12,Kevin Frank,KevinFrank@gmail.com,661-514-6169,************1147
Resort Hotel,22,2016,March,10,4,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,48.0,0,1,Check-Out,2016-03-07,Kerry Todd,Kerry_Todd@hotmail.com,189-857-6754,************7534
Resort Hotel,4,2017,January,4,22,2,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,37.0,1,0,Check-Out,2017-01-24,Jasmine Holt,JHolt@yahoo.com,231-969-7990,************2573
Resort Hotel,7,2016,August,36,29,1,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,1,No Deposit,250.0,,0,Transient,163.0,1,0,Check-Out,2016-08-31,Amanda Adams,Amanda.A@verizon.com,879-189-5105,************9960
Resort Hotel,191,2016,July,28,8,2,5,2,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,171.0,,0,Transient,86.0,0,1,Check-Out,2016-07-15,David Anderson,Anderson_David@gmail.com,809-261-6325,************1999
City Hotel,61,2017,March,12,21,0,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,85.0,,0,Transient,76.5,0,0,Check-Out,2017-03-25,Cynthia Mcintyre,Mcintyre_Cynthia22@protonmail.com,457-245-8781,************3318
City Hotel,75,2016,May,19,3,0,2,2,0.0,0,BB,KOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,140.4,0,1,Canceled,2016-03-02,Thomas Wheeler,ThomasWheeler@zoho.com,526-680-4818,************8942
City Hotel,15,2016,April,15,6,0,4,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,198.5,0,3,Check-Out,2016-04-10,Melissa Everett,Melissa_Everett62@xfinity.com,365-687-7997,************7523
City Hotel,155,2017,July,30,26,0,4,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,118.75,0,0,Canceled,2017-04-26,Brian Watkins,Watkins.Brian78@gmail.com,362-687-7588,************8597
City Hotel,4,2016,January,4,19,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,80.0,0,0,Check-Out,2016-01-20,David Hall,Hall.David@att.com,777-130-1428,************5228
City Hotel,190,2016,April,15,9,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,1,13,1,A,A,0,No Deposit,,,31,Transient-Party,70.0,0,0,Canceled,2015-12-09,Theresa Clark,Theresa_Clark@protonmail.com,702-525-1344,************1141
City Hotel,211,2016,May,21,20,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,111,Transient,100.0,0,0,Canceled,2016-03-18,Grant Cross,Grant.C@outlook.com,487-762-9083,************5718
City Hotel,9,2016,October,44,29,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,116.8,0,1,Check-Out,2016-10-31,William Zimmerman,WilliamZimmerman72@mail.com,153-746-4260,************4589
City Hotel,4,2016,February,7,7,2,0,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,87.0,0,0,Check-Out,2016-02-09,Jonathan Price,Price_Jonathan@protonmail.com,775-592-5703,************9282
City Hotel,34,2015,December,50,8,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,0,Transient,90.0,0,0,Canceled,2015-11-17,Hunter Adams,Hunter_A29@zoho.com,110-455-9234,************1849
City Hotel,187,2017,July,30,25,0,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,175.5,0,0,Canceled,2017-06-20,William Reid,Reid_William@verizon.com,602-136-7712,************1326
Resort Hotel,2,2016,March,12,16,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,146.0,,0,Transient,40.5,0,0,Check-Out,2016-03-17,Dennis Mann,Dennis_M@yandex.com,234-666-5965,************4682
City Hotel,182,2016,August,32,3,0,2,2,1.0,0,SC,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,118.0,0,1,Check-Out,2016-08-05,Christopher Cordova,Christopher.C@protonmail.com,362-397-3464,************2800
City Hotel,11,2017,January,4,23,2,5,2,1.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.92,0,4,Check-Out,2017-01-30,Tonya Mahoney,Tonya.Mahoney@hotmail.com,439-695-5286,************9104
City Hotel,131,2016,August,32,5,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,76.23,0,2,Check-Out,2016-08-07,Corey Clark,Clark_Corey@gmail.com,508-422-1880,************7637
City Hotel,51,2017,March,13,31,1,2,3,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,164.4,0,1,Check-Out,2017-04-03,Matthew Scott,Matthew.Scott@yahoo.com,565-610-2245,************2774
City Hotel,35,2016,October,44,28,1,2,2,0.0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,129.0,0,1,Check-Out,2016-10-31,Nancy Thompson,NancyThompson@gmail.com,760-813-0741,************8592
Resort Hotel,15,2015,November,46,13,0,2,2,0.0,0,BB,ITA,Corporate,Corporate,0,0,0,E,E,0,No Deposit,185.0,281.0,0,Transient-Party,58.2,1,0,Check-Out,2015-11-15,Lisa Bridges,Lisa_Bridges@comcast.net,708-670-7137,************2493
City Hotel,103,2016,April,17,19,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119.0,,0,Transient,115.0,0,0,Canceled,2016-02-25,Audrey Sanchez,Sanchez_Audrey@zoho.com,477-189-3060,************3862
Resort Hotel,7,2017,May,19,13,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,508.0,,0,Transient,91.73,1,0,Check-Out,2017-05-16,Ashley Henry,AHenry@xfinity.com,715-159-6227,************2500
City Hotel,420,2017,May,20,20,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,B,1,Non Refund,229.0,,0,Transient,80.0,0,0,Canceled,2017-03-02,Tina Snyder,Tina_Snyder27@verizon.com,837-670-7303,************3283
Resort Hotel,7,2015,October,42,15,0,3,2,0.0,0,BB,BEL,Groups,Corporate,0,0,0,A,E,1,No Deposit,,223.0,0,Transient-Party,44.5,0,0,Check-Out,2015-10-18,Jose Chan,Jose.C@mail.com,293-554-1266,************1558
Resort Hotel,127,2016,August,33,11,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,189.0,0,0,Canceled,2016-06-21,Jason Robinson,Jason.R98@protonmail.com,618-686-7881,************1233
City Hotel,158,2016,May,22,24,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,31,Transient,130.0,0,0,Canceled,2016-01-18,David Collins,David_Collins97@att.com,495-320-3061,************2391
City Hotel,79,2017,January,4,26,0,1,1,0.0,0,BB,POL,Groups,TA/TO,0,0,0,A,A,1,No Deposit,,365.0,0,Transient-Party,85.0,0,0,Check-Out,2017-01-27,Gerald Pacheco,GeraldPacheco@verizon.com,610-164-1762,************6919
City Hotel,2,2016,June,25,16,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,141.0,0,0,Check-Out,2016-06-18,Kelsey Cook,Cook.Kelsey15@yandex.com,881-246-4171,************6434
City Hotel,37,2016,October,42,13,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,,0,Transient-Party,95.0,0,0,Canceled,2016-09-06,Joshua Anderson,JAnderson@yahoo.com,564-913-3004,************8204
City Hotel,82,2016,August,33,8,3,5,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,150.3,0,2,Canceled,2016-07-31,Chad Johnston,Johnston_Chad@yandex.com,342-765-7942,************9066
City Hotel,337,2015,September,38,19,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-06,Jeffrey Martin,Jeffrey_M@mail.com,135-735-0874,************3352
City Hotel,4,2016,September,37,6,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,40.0,0,Transient,67.0,1,1,Check-Out,2016-09-09,Alexander Duncan PhD,PhD.Alexander@yandex.com,151-265-2918,************4952
City Hotel,19,2017,February,9,26,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,30.0,,2,Transient-Party,75.0,0,0,Canceled,2017-02-09,Danielle Torres,DanielleTorres@yahoo.com,208-483-3238,************8352
City Hotel,47,2016,April,16,16,2,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,85.5,0,0,Check-Out,2016-04-21,Michael Sanchez,Michael_Sanchez@yandex.com,494-053-7013,************3302
City Hotel,147,2017,July,30,28,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.5,0,1,Canceled,2017-07-06,William Murray,Murray.William29@comcast.net,521-628-8592,************2596
City Hotel,173,2016,August,32,4,0,1,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,105.3,0,0,Check-Out,2016-08-05,Richard Anderson,Richard_A45@verizon.com,978-056-6484,************3356
City Hotel,22,2017,April,15,14,0,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,9.0,,0,Transient,174.0,0,1,Check-Out,2017-04-15,Cheyenne Sanders,Cheyenne_S@aol.com,969-086-8800,************6990
Resort Hotel,15,2016,December,52,20,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,154.0,0,Transient,27.0,0,0,Check-Out,2016-12-22,Tasha Collins,Tasha.C@outlook.com,661-684-6434,************7284
Resort Hotel,155,2017,June,24,17,2,4,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,180.0,0,0,Canceled,2017-03-04,Maurice Cochran,Maurice.C64@att.com,622-151-1211,************8333
Resort Hotel,0,2016,July,27,1,2,7,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient,83.0,0,2,Check-Out,2016-07-10,Edward Parker,Edward.Parker@mail.com,379-116-5056,************2894
Resort Hotel,16,2017,February,8,25,1,1,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,,0,Transient,69.0,0,0,Canceled,2017-02-10,Kristen King,Kristen_K@aol.com,114-309-2053,************4536
City Hotel,93,2017,April,14,6,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,170.0,,0,Transient,95.0,0,0,Canceled,2017-01-03,Angela Mcintyre,Angela_M@comcast.net,983-983-3158,************8351
City Hotel,4,2017,January,2,9,1,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,23,A,A,2,No Deposit,,40.0,0,Transient,65.0,0,1,Check-Out,2017-01-13,Bryan Espinoza,BEspinoza@yandex.com,579-880-6829,************8616
City Hotel,156,2017,March,13,28,0,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,79.0,0,1,Check-Out,2017-03-31,Stacey Gallagher MD,Stacey.MD@yahoo.com,527-477-6907,************1117
Resort Hotel,199,2016,April,18,29,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,46.98,0,1,Canceled,2016-03-26,Teresa Vaughan,Teresa.Vaughan75@yandex.com,490-308-7497,************5098
Resort Hotel,221,2015,October,41,10,1,1,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,208.0,,0,Transient-Party,74.0,0,1,Check-Out,2015-10-12,Jeremy Wyatt,Jeremy.Wyatt50@att.com,305-910-5274,************4869
Resort Hotel,68,2015,August,33,10,3,5,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient,133.0,0,1,Check-Out,2015-08-18,Terry Lucas,Terry.L@hotmail.com,177-121-5054,************4639
City Hotel,68,2017,April,16,21,2,5,2,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.2,0,2,Check-Out,2017-04-28,Dana Cain,Dana_Cain78@zoho.com,155-044-2819,************2533
Resort Hotel,4,2016,November,47,13,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Transient,36.12,0,0,Check-Out,2016-11-20,Taylor Branch,Taylor_B11@mail.com,493-745-3172,************8028
Resort Hotel,152,2016,August,32,2,0,5,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,252.0,0,1,Canceled,2016-07-13,Blake Garcia,BGarcia@xfinity.com,382-638-8266,************7990
City Hotel,97,2015,December,53,30,0,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,28.0,,0,Transient,61.0,0,0,Check-Out,2016-01-03,Norma Mcintosh,NormaMcintosh@att.com,622-389-2282,************7838
Resort Hotel,52,2016,September,38,13,0,2,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,154.1,0,1,Check-Out,2016-09-15,Joseph Christensen,Joseph_Christensen@zoho.com,711-534-7878,************8309
City Hotel,134,2017,June,23,7,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20.0,,0,Transient,110.0,0,0,Canceled,2017-01-24,Ariel Decker,ArielDecker34@zoho.com,851-616-1144,************7961
Resort Hotel,151,2015,July,28,7,0,4,2,2.0,0,HB,CHE,Direct,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,157.25,0,3,Check-Out,2015-07-11,Kara Hill,Kara_Hill21@comcast.net,792-506-4097,************6909
City Hotel,61,2015,October,41,4,2,0,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12.0,,0,Transient-Party,91.0,0,0,Check-Out,2015-10-06,Derek Patterson,Derek.Patterson@gmail.com,732-956-0325,************2458
City Hotel,34,2017,June,23,6,0,4,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,149.5,0,1,Check-Out,2017-06-10,Thomas Russo,Russo_Thomas@aol.com,111-615-5965,************3311
Resort Hotel,262,2017,August,32,6,2,5,2,3.0,0,HB,PRT,Direct,Direct,0,0,0,H,H,1,No Deposit,250.0,,0,Transient,288.03,1,1,Check-Out,2017-08-13,Jesus Norris,Norris_Jesus@comcast.net,172-657-6724,************2048
City Hotel,0,2016,March,12,16,0,0,0,0.0,0,BB,PRT,Direct,Direct,1,0,0,A,A,0,No Deposit,,,0,Transient,0.0,0,0,Check-Out,2016-03-16,Joseph Bowman,Joseph.B@mail.com,285-649-2990,************3826
City Hotel,184,2016,October,43,17,1,3,3,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,128.7,0,2,Check-Out,2016-10-21,Brian Wolfe,Brian.W@aol.com,388-893-8119,************4204
Resort Hotel,7,2017,March,9,2,1,3,1,0.0,0,BB,NLD,Groups,Corporate,0,0,0,A,C,1,No Deposit,,223.0,0,Transient-Party,29.0,0,0,Check-Out,2017-03-06,Jeffrey Ferguson,Jeffrey.Ferguson86@protonmail.com,665-046-7745,************2043
Resort Hotel,79,2015,September,39,25,2,3,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,89.0,0,1,Check-Out,2015-09-30,Jackie Lee,JLee69@verizon.com,578-300-8179,************2456
City Hotel,104,2015,December,49,3,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,55.0,,0,Transient,75.0,0,0,Canceled,2015-09-07,Karen Taylor,Karen_Taylor@protonmail.com,786-264-8388,************7540
City Hotel,42,2016,August,34,14,2,2,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,152.1,0,1,Check-Out,2016-08-18,Robert Landry,Robert_L@verizon.com,754-698-2713,************7311
City Hotel,134,2017,February,8,25,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,0,Transient-Party,75.0,0,0,Check-Out,2017-02-26,Brian Bright,Brian_Bright@hotmail.com,377-410-6265,************9025
City Hotel,39,2016,December,53,27,0,1,2,0.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,220.0,,0,Transient-Party,65.0,0,0,Check-Out,2016-12-28,James Mcfarland,James.Mcfarland@verizon.com,664-954-4577,************9489
City Hotel,322,2016,May,21,19,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,31.0,,120,Transient,80.0,0,0,Canceled,2016-02-10,Frank Hill,Frank.Hill@att.com,939-286-0234,************9346
City Hotel,265,2017,August,34,24,1,3,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,0,Canceled,2016-12-02,Andrew Morris,Morris.Andrew56@outlook.com,934-063-6024,************9030
City Hotel,2,2015,September,39,23,0,2,2,0.0,0,SC,IRN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,133.0,0,0,Check-Out,2015-09-25,Robert Cuevas,Robert_C@zoho.com,674-245-8350,************5089
City Hotel,0,2016,May,19,4,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,4,15,G,G,0,No Deposit,,45.0,0,Transient,0.0,0,1,Check-Out,2016-05-05,Thomas Morales,Thomas.M@hotmail.com,246-112-3206,************3357
City Hotel,103,2017,April,15,14,1,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,181.5,0,1,Canceled,2017-02-11,Veronica Ewing,Veronica.E@att.com,720-594-9554,************3378
Resort Hotel,172,2016,July,27,2,2,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,134.1,0,1,Canceled,2016-02-16,Ricky Gay,RickyGay@verizon.com,893-786-6958,************1134
City Hotel,365,2015,October,42,17,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,62.8,0,0,Canceled,2015-01-30,Nathaniel Rios,Nathaniel_Rios23@outlook.com,758-680-3945,************2423
City Hotel,98,2015,November,48,23,1,2,1,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,84.0,0,0,Canceled,2015-09-14,Joan Medina,Joan_Medina@yahoo.com,844-949-3083,************7772
City Hotel,86,2016,April,15,6,0,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,99.3,0,1,Check-Out,2016-04-09,Corey Roberts,Roberts.Corey@yahoo.com,555-127-4077,************8508
Resort Hotel,1,2017,April,14,7,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,,0,Transient,110.0,0,0,Canceled,2017-04-07,Phillip Harvey,Harvey.Phillip@hotmail.com,413-605-1092,************7086
Resort Hotel,259,2015,September,38,17,0,3,1,0.0,0,BB,GBR,Groups,Corporate,0,1,0,A,A,0,Non Refund,,223.0,0,Transient,33.3,0,0,Canceled,2015-01-21,Charles Potts,Charles.P11@xfinity.com,690-309-0516,************5272
Resort Hotel,41,2016,October,41,4,0,4,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,143.0,,0,Transient,57.0,0,0,Check-Out,2016-10-08,Johnny Perry,JohnnyPerry@xfinity.com,674-261-2667,************1407
City Hotel,168,2016,September,39,19,1,1,3,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,159.3,0,0,Check-Out,2016-09-21,Melinda Johnson,Johnson.Melinda11@protonmail.com,454-789-2226,************6110
City Hotel,4,2016,November,48,22,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,111.0,0,1,No-Show,2016-11-22,James Collins,James_C88@comcast.net,751-666-7933,************9418
